,0,1,2,3,4,5,6,7,8,9
0,372.25,372.3,371.08,372.36,372.34,372.84,372.88,372.56,372.32,373.03
1,-369.27,-369.09,-368.16,-369.42,-369.26,-369.85,-369.8,-369.53,-369.34,-369.97
2,-24.319,-24.725,-24.36,-24.415,-24.538,-24.459,-24.541,-24.501,-24.449,-24.524
3,-0.25149,-0.25682,-0.25033,-0.25141,-0.25659,-0.2532,-0.25481,-0.25392,-0.25334,-0.25425
4,-0.00052596,-0.00053711,-0.0005222,-0.00052343,-0.00053116,-0.00052549,-0.00052919,-0.00052834,-0.00052606,-0.00052845
5,0.92066,1.011,0.95022,0.99044,0.96192,0.9784,0.97045,0.97547,0.97378,0.9738
6,0.021531,0.02006,0.019654,0.020472,0.019939,0.019963,0.020448,0.01981,0.020353,0.019839
7,0.0095554,0.0098746,0.0095886,0.0097874,0.0095761,0.0096873,0.0096919,0.0096491,0.0096837,0.0096478
8,-9.1646e-05,-0.00011347,-0.00011238,-0.00010214,-0.00010894,-0.00010591,-0.00010317,-0.00010826,-0.0001045,-0.00010788
9,8.3091e-06,3.8767e-06,2.4824e-06,5.2178e-06,2.5165e-06,7.6387e-07,1.5354e-06,1.164e-05,2.1642e-06,1.4439e-05
10,-7.0962e-07,,,,,,,2.6252e-06,,5.7676e-07
