 ID , nKIBZ , ener , err, nAtoms 
Al_6 wMethod,40,-3.750506666667, 6.390501000000,6
Al_6 wMethod,45,-3.735021666667, 9.094501000000,6
Al_6 wMethod,90,-3.741098833333, 3.017334333333,6
Al_6 wMethod,116,-3.746202666667, 2.086501000000,6
Al_6 wMethod,144,-3.749687666667, 5.571501000000,6
Al_6 wMethod,208,-3.744524833333, 0.408667666667,6
Al_6 wMethod,252,-3.745827000000, 1.710834333334,6
Al_6 wMethod,300,-3.745142833333, 1.026667666666,6
Al_6 wMethod,400,-3.743409833333, 0.706334333333,6
Al_6 wMethod,468,-3.744354500000, 0.238334333333,6
Al_6 wMethod,540,-3.744116166667, 0.000001000000,6
Al_7 wMethod,8,-3.738311714286, 4.703286714285,7
Al_7 wMethod,9,-3.706754714286,36.260286714286,7
Al_7 wMethod,14,-3.748279000000, 5.264001000000,7
Al_7 wMethod,40,-3.748276142857, 5.261143857143,7
Al_7 wMethod,57,-3.753502000000,10.487001000000,7
Al_7 wMethod,69,-3.745049714286, 2.034715285714,7
Al_7 wMethod,123,-3.744577714286, 1.562715285714,7
Al_7 wMethod,156,-3.744394571429, 1.379572428572,7
Al_7 wMethod,189,-3.745589000000, 2.574001000000,7
Al_7 wMethod,218,-3.741773142857, 1.241858142857,7
Al_7 wMethod,328,-3.744690857143, 1.675858142857,7
Al_7 wMethod,374,-3.743672714286, 0.657715285714,7
Al_7 wMethod,432,-3.743015000000, 0.000001000000,7
Al_8 wMethod,6,-3.656351375000,85.698751000000,8
Al_8 wMethod,12,-3.719218250000,22.831876000000,8
Al_8 wMethod,25,-3.747501375000, 5.451251000000,8
Al_8 wMethod,56,-3.754182000000,12.131876000000,8
Al_8 wMethod,71,-3.741721250000, 0.328876000000,8
Al_8 wMethod,135,-3.744934500000, 2.884376000000,8
Al_8 wMethod,170,-3.742434500000, 0.384376000000,8
Al_8 wMethod,210,-3.744146625000, 2.096501000000,8
Al_8 wMethod,324,-3.742641750000, 0.591626000000,8
Al_8 wMethod,392,-3.742326375000, 0.276251000000,8
Al_8 wMethod,496,-3.742050125000, 0.000001000000,8
Al_9 wMethod,1,-3.657040444444,85.069556555555,9
Al_9 wMethod,1,-3.839176444444,97.066445444445,9
Al_9 wMethod,5,-3.829596444444,87.486445444445,9
Al_9 wMethod,9,-3.753061555556,10.951556555556,9
Al_9 wMethod,42,-3.743666000000, 1.556001000000,9
Al_9 wMethod,60,-3.741078666667, 1.031334333333,9
Al_9 wMethod,81,-3.742413333333, 0.303334333334,9
Al_9 wMethod,155,-3.741937666667, 0.172334333333,9
Al_9 wMethod,202,-3.742556666667, 0.446667666667,9
Al_9 wMethod,260,-3.742816777778, 0.706778777778,9
Al_9 wMethod,315,-3.742110000000, 0.000001000000,9
Cu_1 wMethod,1,-1.521307400000,2199.338501000000,1
Cu_1 wMethod,2,-4.090004200000,369.358301000000,1
Cu_1 wMethod,3,-3.419420400000,301.225501000000,1
Cu_1 wMethod,6,-3.721001000000, 0.355101000000,1
Cu_1 wMethod,9,-3.649943600000,70.702301000000,1
Cu_1 wMethod,14,-3.746092800000,25.446901000000,1
Cu_1 wMethod,19,-3.698274000000,22.371901000000,1
Cu_1 wMethod,26,-3.753705400000,33.059501000000,1
Cu_1 wMethod,35,-3.738812200000,18.166301000000,1
Cu_1 wMethod,44,-3.720120200000, 0.525701000000,1
Cu_1 wMethod,52,-3.724647100000, 4.001201000000,1
Cu_1 wMethod,67,-3.729858900000, 9.213001000000,1
Cu_1 wMethod,78,-3.722396900000, 1.751001000000,1
Cu_1 wMethod,97,-3.720178400000, 0.467501000000,1
Cu_1 wMethod,113,-3.721351600000, 0.705701000000,1
Cu_1 wMethod,134,-3.722642500000, 1.996601000000,1
Cu_1 wMethod,161,-3.719145000000, 1.500901000000,1
Cu_1 wMethod,185,-3.724222300000, 3.576401000000,1
Cu_1 wMethod,216,-3.720645900000, 0.000001000000,1
Cu_10 wMethod,3,-3.695449900000,24.836701000000,10
Cu_10 wMethod,8,-3.691543100000,28.743501000000,10
Cu_10 wMethod,21,-3.730730700000,10.444101000000,10
Cu_10 wMethod,32,-3.730931600000,10.645001000000,10
Cu_10 wMethod,68,-3.720751700000, 0.465101000000,10
Cu_10 wMethod,89,-3.722075900000, 1.789301000000,10
Cu_10 wMethod,150,-3.719805600000, 0.481001000000,10
Cu_10 wMethod,190,-3.718809600000, 1.477001000000,10
Cu_10 wMethod,292,-3.719783000000, 0.503601000000,10
Cu_10 wMethod,348,-3.720671700000, 0.385100999999,10
Cu_10 wMethod,417,-3.720286600000, 0.000001000000,10
Cu_11 wMethod,1,-4.090928909091,372.556819181818,11
Cu_11 wMethod,12,-3.704847000000,13.525091909090,11
Cu_11 wMethod,23,-3.700944272727,17.427819181818,11
Cu_11 wMethod,57,-3.718641000000, 0.268910090909,11
Cu_11 wMethod,72,-3.715546636364, 2.825455545455,11
Cu_11 wMethod,138,-3.713969363636, 4.402728272728,11
Cu_11 wMethod,210,-3.717377727273, 0.994364636364,11
Cu_11 wMethod,313,-3.718869181818, 0.497091909091,11
Cu_11 wMethod,444,-3.718372090909, 0.000001000000,11
Cu_2 wMethod,1,-3.168243550000,551.754651000000,2
Cu_2 wMethod,1,-3.225183350000,494.814851000000,2
Cu_2 wMethod,4,-3.682671400000,37.326801000000,2
Cu_2 wMethod,8,-3.672223500000,47.774701000000,2
Cu_2 wMethod,14,-3.630538600000,89.459601000000,2
Cu_2 wMethod,24,-3.715779700000, 4.218501000000,2
Cu_2 wMethod,35,-3.714738550000, 5.259651000000,2
Cu_2 wMethod,54,-3.717839700000, 2.158501000000,2
Cu_2 wMethod,75,-3.713768750000, 6.229451000000,2
Cu_2 wMethod,101,-3.719188250000, 0.809951000000,2
Cu_2 wMethod,133,-3.718560200000, 1.438001000000,2
Cu_2 wMethod,173,-3.722449500000, 2.451301000000,2
Cu_2 wMethod,215,-3.720822750000, 0.824551000000,2
Cu_2 wMethod,262,-3.720850150000, 0.851951000000,2
Cu_2 wMethod,320,-3.721326700000, 1.328501000000,2
Cu_2 wMethod,386,-3.720729150000, 0.730951000000,2
Cu_2 wMethod,461,-3.719125850000, 0.872351000000,2
Cu_2 wMethod,544,-3.719309200000, 0.689001000000,2
Cu_2 wMethod,631,-3.719998200000, 0.000001000000,2
Cu_3 wMethod,2,-3.471853333333,247.356667666667,3
Cu_3 wMethod,3,-3.862621333333,143.411334333333,3
Cu_3 wMethod,6,-3.495831333333,223.378667666667,3
Cu_3 wMethod,12,-3.712056333333, 7.153667666667,3
Cu_3 wMethod,22,-3.721484333333, 2.274334333333,3
Cu_3 wMethod,30,-3.723107000000, 3.897001000000,3
Cu_3 wMethod,48,-3.717979333333, 1.230667666666,3
Cu_3 wMethod,73,-3.713712666667, 5.497334333333,3
Cu_3 wMethod,91,-3.726312333333, 7.102334333333,3
Cu_3 wMethod,128,-3.719386666667, 0.176667666667,3
Cu_3 wMethod,171,-3.718006666667, 1.203334333334,3
Cu_3 wMethod,203,-3.718159000000, 1.051001000000,3
Cu_3 wMethod,260,-3.719010000000, 0.200001000000,3
Cu_3 wMethod,330,-3.719168666667, 0.041334333333,3
Cu_3 wMethod,380,-3.717370333333, 1.839667666667,3
Cu_3 wMethod,468,-3.718534666667, 0.675334333333,3
Cu_3 wMethod,507,-3.719646000000, 0.436001000000,3
Cu_3 wMethod,572,-3.719210000000, 0.000001000000,3
Cu_4 wMethod,1,-3.839184750000,120.274001000000,4
Cu_4 wMethod,3,-3.714587250000, 4.323501000000,4
Cu_4 wMethod,5,-3.700428000000,18.482751000000,4
Cu_4 wMethod,13,-3.723653500000, 4.742751000000,4
Cu_4 wMethod,18,-3.720261000000, 1.350251000000,4
Cu_4 wMethod,28,-3.708485500000,10.425251000000,4
Cu_4 wMethod,41,-3.715339500000, 3.571251000000,4
Cu_4 wMethod,53,-3.717275750000, 1.635001000000,4
Cu_4 wMethod,76,-3.717443750000, 1.467001000000,4
Cu_4 wMethod,101,-3.717965250000, 0.945501000000,4
Cu_4 wMethod,122,-3.714722750000, 4.188001000000,4
Cu_4 wMethod,155,-3.718654750000, 0.256001000000,4
Cu_4 wMethod,201,-3.718456250000, 0.454501000000,4
Cu_4 wMethod,229,-3.718387000000, 0.523751000000,4
Cu_4 wMethod,291,-3.719716250000, 0.805501000000,4
Cu_4 wMethod,351,-3.718584000000, 0.326751000000,4
Cu_4 wMethod,399,-3.719784500000, 0.873751000000,4
Cu_4 wMethod,480,-3.718910750000, 0.000001000000,4
Cu_5 wMethod,4,-3.667921200000,51.592201000000,5
Cu_5 wMethod,5,-3.702875800000,16.637601000000,5
Cu_5 wMethod,9,-3.736167200000,16.653800999999,5
Cu_5 wMethod,23,-3.726786000000, 7.272600999999,5
Cu_5 wMethod,34,-3.734629000000,15.115601000000,5
Cu_5 wMethod,63,-3.718536800000, 0.976601000000,5
Cu_5 wMethod,80,-3.721237000000, 1.723601000000,5
Cu_5 wMethod,98,-3.727884800000, 8.371401000000,5
Cu_5 wMethod,157,-3.718208000000, 1.305401000001,5
Cu_5 wMethod,190,-3.718918600000, 0.594801000000,5
Cu_5 wMethod,277,-3.718373600000, 1.139801000000,5
Cu_5 wMethod,327,-3.719954800000, 0.441401000000,5
Cu_5 wMethod,373,-3.719559400000, 0.046001000000,5
Cu_5 wMethod,509,-3.719636600000, 0.123201000000,5
Cu_5 wMethod,575,-3.719163800000, 0.349601000001,5
Cu_5 wMethod,645,-3.719513400000, 0.000001000000,5
Cu_6 wMethod,9,-3.721731000000, 2.660834333334,6
Cu_6 wMethod,12,-3.721871000000, 2.800834333334,6
Cu_6 wMethod,16,-3.712808166667, 6.262001000000,6
Cu_6 wMethod,20,-3.718060666667, 1.009501000000,6
Cu_6 wMethod,45,-3.715992333333, 3.077834333334,6
Cu_6 wMethod,55,-3.715884166667, 3.186001000000,6
Cu_6 wMethod,66,-3.719269000000, 0.198834333334,6
Cu_6 wMethod,78,-3.716997000000, 2.073167666667,6
Cu_6 wMethod,140,-3.717972666667, 1.097501000000,6
Cu_6 wMethod,161,-3.719167333333, 0.097167666666,6
Cu_6 wMethod,184,-3.718270000000, 0.800167666667,6
Cu_6 wMethod,208,-3.719291166667, 0.221001000000,6
Cu_6 wMethod,306,-3.719185333333, 0.115167666667,6
Cu_6 wMethod,342,-3.718993333333, 0.076834333333,6
Cu_6 wMethod,380,-3.718921333333, 0.148834333333,6
Cu_6 wMethod,420,-3.719491666667, 0.421501000000,6
Cu_6 wMethod,462,-3.718883000000, 0.187167666667,6
Cu_6 wMethod,638,-3.719070166667, 0.000001000000,6
Cu_7 wMethod,8,-3.693582857143,26.350572428571,7
Cu_7 wMethod,9,-3.706517142857,13.416286714285,7
Cu_7 wMethod,14,-3.723452571429, 3.519143857142,7
Cu_7 wMethod,40,-3.718634142857, 1.299286714286,7
Cu_7 wMethod,57,-3.721466000000, 1.532572428571,7
Cu_7 wMethod,69,-3.721166285714, 1.232858142857,7
Cu_7 wMethod,123,-3.718021571429, 1.911858142857,7
Cu_7 wMethod,156,-3.719580857143, 0.352572428571,7
Cu_7 wMethod,189,-3.720302428571, 0.369001000000,7
Cu_7 wMethod,218,-3.719978857143, 0.045429571428,7
Cu_7 wMethod,328,-3.719470571429, 0.462858142857,7
Cu_7 wMethod,374,-3.719345428571, 0.588001000000,7
Cu_7 wMethod,432,-3.719609428571, 0.324001000000,7
Cu_7 wMethod,599,-3.719833142857, 0.100286714286,7
Cu_7 wMethod,677,-3.719743000000, 0.190429571428,7
Cu_7 wMethod,753,-3.719933428571, 0.000001000000,7
Cu_8 wMethod,2,-3.722041250000, 2.938251000000,8
Cu_8 wMethod,6,-3.695092750000,24.010251000000,8
Cu_8 wMethod,15,-3.716791625000, 2.311376000000,8
Cu_8 wMethod,28,-3.715393375000, 3.709626000000,8
Cu_8 wMethod,56,-3.714517875000, 4.585126000000,8
Cu_8 wMethod,85,-3.713821625000, 5.281376000000,8
Cu_8 wMethod,125,-3.715349500000, 3.753501000000,8
Cu_8 wMethod,176,-3.717336750000, 1.766251000000,8
Cu_8 wMethod,240,-3.715046375000, 4.056626000000,8
Cu_8 wMethod,312,-3.718695125000, 0.407876000000,8
Cu_8 wMethod,413,-3.719103000000, 0.000001000000,8
Cu_9 wMethod,1,-4.326928111111,608.174223222222,9
Cu_9 wMethod,9,-3.738211666667,19.457778777778,9
Cu_9 wMethod,17,-3.716111333333, 2.642556555555,9
Cu_9 wMethod,31,-3.718369000000, 0.384889888888,9
Cu_9 wMethod,63,-3.716819777778, 1.934112111111,9
Cu_9 wMethod,91,-3.717431000000, 1.322889888889,9
Cu_9 wMethod,130,-3.719263555556, 0.509667666666,9
Cu_9 wMethod,173,-3.718294333333, 0.459556555555,9
Cu_9 wMethod,265,-3.717848333333, 0.905556555555,9
Cu_9 wMethod,372,-3.718623111111, 0.130778777778,9
Cu_9 wMethod,442,-3.718753888889, 0.000001000000,9
K_1 wMethod,1,-0.373316790000,654.050411000000,1
K_1 wMethod,1,-0.378793530000,648.573671000000,1
K_1 wMethod,3,-0.905282050000,122.085151000000,1
K_1 wMethod,7,-1.037234600000, 9.867401000000,1
K_1 wMethod,12,-1.021639800000, 5.727401000000,1
K_1 wMethod,12,-1.042847300000,15.480101000000,1
K_1 wMethod,19,-1.041433000000,14.065801000000,1
K_1 wMethod,28,-1.031106700000, 3.739501000000,1
K_1 wMethod,28,-1.032770600000, 5.403401000000,1
K_1 wMethod,40,-1.029824800000, 2.457601000000,1
K_1 wMethod,55,-1.027879400000, 0.512201000000,1
K_1 wMethod,74,-1.028251400000, 0.884201000000,1
K_1 wMethod,74,-1.028216300000, 0.849101000000,1
K_1 wMethod,97,-1.027662300000, 0.295101000000,1
K_1 wMethod,124,-1.028178500000, 0.811301000000,1
K_1 wMethod,124,-1.028994700000, 1.627501000000,1
K_1 wMethod,155,-1.028341900000, 0.974701000000,1
K_1 wMethod,191,-1.027597200000, 0.230001000000,1
K_1 wMethod,232,-1.027367200000, 0.000001000000,1
K_10 wMethod,4,-1.053343800000,26.231001000000,10
K_10 wMethod,10,-1.030524300000, 3.411501000000,10
K_10 wMethod,29,-1.025593300000, 1.519501000000,10
K_10 wMethod,45,-1.025331500000, 1.781301000000,10
K_10 wMethod,61,-1.025921700000, 1.191101000000,10
K_10 wMethod,117,-1.026490600000, 0.622201000000,10
K_10 wMethod,151,-1.026551500000, 0.561301000000,10
K_10 wMethod,236,-1.026805800000, 0.307001000000,10
K_10 wMethod,300,-1.026968200000, 0.144601000000,10
K_10 wMethod,417,-1.027112800000, 0.000001000000,10
K_11 wMethod,1,-1.171744636364,145.224637363636,11
K_11 wMethod,6,-1.048091636364,21.571637363636,11
K_11 wMethod,18,-1.037717272727,11.197273727273,11
K_11 wMethod,46,-1.026065545455, 0.454455545454,11
K_11 wMethod,88,-1.024183363636, 2.336637363636,11
K_11 wMethod,120,-1.025588363636, 0.931637363636,11
K_11 wMethod,195,-1.026804454545, 0.284455545455,11
K_11 wMethod,304,-1.026520000000, 0.000001000000,11
K_2 wMethod,1,-1.330594350000,303.491301000000,2
K_2 wMethod,4,-0.922210900000,104.892151000000,2
K_2 wMethod,7,-1.040310250000,13.207201000000,2
K_2 wMethod,18,-1.031957650000, 4.854601000000,2
K_2 wMethod,26,-1.034105250000, 7.002201000000,2
K_2 wMethod,36,-1.027870400000, 0.767351000000,2
K_2 wMethod,64,-1.026544350000, 0.558701000000,2
K_2 wMethod,82,-1.030226100000, 3.123051000000,2
K_2 wMethod,131,-1.029161500000, 2.058451000000,2
K_2 wMethod,157,-1.026458350000, 0.644701000000,2
K_2 wMethod,225,-1.026413400000, 0.689651000000,2
K_2 wMethod,270,-1.027483150000, 0.380101000000,2
K_2 wMethod,371,-1.027261000000, 0.157951000000,2
K_2 wMethod,409,-1.027435250000, 0.332201000000,2
K_2 wMethod,473,-1.027103050000, 0.000001000000,2
K_3 wMethod,4,-0.980490166667,46.735301000000,3
K_3 wMethod,4,-0.976379266667,50.846201000000,3
K_3 wMethod,11,-0.999547000000,27.678467666667,3
K_3 wMethod,13,-1.006118500000,21.106967666667,3
K_3 wMethod,30,-1.033644766667, 6.419301000000,3
K_3 wMethod,48,-1.031268033333, 4.042567666667,3
K_3 wMethod,51,-1.032262700000, 5.037234333333,3
K_3 wMethod,86,-1.026980733333, 0.244734333333,3
K_3 wMethod,94,-1.026734066667, 0.491401000000,3
K_3 wMethod,138,-1.027638300000, 0.412834333333,3
K_3 wMethod,200,-1.027316600000, 0.091134333333,3
K_3 wMethod,208,-1.027513800000, 0.288334333333,3
K_3 wMethod,283,-1.027988700000, 0.763234333333,3
K_3 wMethod,305,-1.027556733333, 0.331267666667,3
K_3 wMethod,403,-1.027175266667, 0.050201000000,3
K_3 wMethod,528,-1.027204700000, 0.020767666667,3
K_3 wMethod,560,-1.027102666667, 0.122801000000,3
K_3 wMethod,684,-1.027261633333, 0.036167666667,3
K_3 wMethod,703,-1.027302066667, 0.076601000000,3
K_3 wMethod,877,-1.027225466667, 0.000001000000,3
K_4 wMethod,2,-1.027519850000, 0.318126000000,4
K_4 wMethod,2,-1.023405075000, 3.796651000000,4
K_4 wMethod,6,-1.028970700000, 1.768976000000,4
K_4 wMethod,8,-1.029861050000, 2.659326000000,4
K_4 wMethod,18,-1.028318275000, 1.116551000000,4
K_4 wMethod,22,-1.026376350000, 0.825376000000,4
K_4 wMethod,40,-1.027521675000, 0.319951000000,4
K_4 wMethod,60,-1.028082225000, 0.880501000000,4
K_4 wMethod,69,-1.027184375000, 0.017351000000,4
K_4 wMethod,105,-1.027011825000, 0.189901000000,4
K_4 wMethod,117,-1.026972950000, 0.228776000000,4
K_4 wMethod,168,-1.027178925000, 0.022801000000,4
K_4 wMethod,168,-1.027492175000, 0.290451000000,4
K_4 wMethod,236,-1.027312725000, 0.111001000000,4
K_4 wMethod,252,-1.027211675000, 0.009951000000,4
K_4 wMethod,340,-1.027169375000, 0.032351000000,4
K_4 wMethod,440,-1.027103575000, 0.098151000000,4
K_4 wMethod,440,-1.027188750000, 0.012976000000,4
K_4 wMethod,564,-1.027159000000, 0.042726000000,4
K_4 wMethod,594,-1.027201725000, 0.000001000000,4
K_5 wMethod,3,-1.010152480000,16.922241000000,5
K_5 wMethod,3,-1.007836980000,19.237741000000,5
K_5 wMethod,6,-1.008423340000,18.651381000000,5
K_5 wMethod,12,-1.025049300000, 2.025421000000,5
K_5 wMethod,16,-1.026332140000, 0.742581000000,5
K_5 wMethod,25,-1.026678840000, 0.395881000000,5
K_5 wMethod,45,-1.029339240000, 2.264521000000,5
K_5 wMethod,57,-1.026575480000, 0.499241000000,5
K_5 wMethod,70,-1.026547880000, 0.526841000000,5
K_5 wMethod,105,-1.027428160000, 0.353441000000,5
K_5 wMethod,128,-1.027164040000, 0.089321000000,5
K_5 wMethod,144,-1.027335600000, 0.260881000000,5
K_5 wMethod,207,-1.027196740000, 0.122021000000,5
K_5 wMethod,235,-1.027211740000, 0.137021000000,5
K_5 wMethod,265,-1.027178480000, 0.103761000000,5
K_5 wMethod,352,-1.027209980000, 0.135261000000,5
K_5 wMethod,397,-1.027193800000, 0.119081000000,5
K_5 wMethod,444,-1.027172200000, 0.097481000000,5
K_5 wMethod,627,-1.027094120000, 0.019401000000,5
K_5 wMethod,668,-1.027074720000, 0.000001000000,5
K_6 wMethod,7,-1.053115983333,26.780767666667,6
K_6 wMethod,21,-1.026016116667, 0.319101000000,6
K_6 wMethod,40,-1.027827566667, 1.492351000000,6
K_6 wMethod,81,-1.027888066667, 1.552851000000,6
K_6 wMethod,133,-1.025602916667, 0.732301000000,6
K_6 wMethod,197,-1.025589566667, 0.745651000000,6
K_6 wMethod,296,-1.026653900000, 0.318684333334,6
K_6 wMethod,421,-1.026335216667, 0.000001000000,6
K_7 wMethod,1,-0.940653100000,86.472101000000,7
K_7 wMethod,6,-1.037165171429,10.039972428571,7
K_7 wMethod,13,-1.034383242857, 7.258043857143,7
K_7 wMethod,32,-1.031007142857, 3.881943857143,7
K_7 wMethod,40,-1.029508800000, 2.383601000000,7
K_7 wMethod,81,-1.028383857143, 1.258658142857,7
K_7 wMethod,123,-1.027815257143, 0.690058142857,7
K_7 wMethod,159,-1.027490157143, 0.364958142857,7
K_7 wMethod,238,-1.027468157143, 0.342958142857,7
K_7 wMethod,328,-1.027295485714, 0.170286714286,7
K_7 wMethod,401,-1.027312800000, 0.187601000000,7
K_7 wMethod,517,-1.027125200000, 0.000001000000,7
K_8 wMethod,1,-0.920952750000,106.216851000000,8
K_8 wMethod,3,-1.019292150000, 7.877451000000,8
K_8 wMethod,12,-1.038340762500,11.171163500000,8
K_8 wMethod,18,-1.025913200000, 1.256401000000,8
K_8 wMethod,37,-1.030143475000, 2.973876000000,8
K_8 wMethod,67,-1.028306475000, 1.136876000000,8
K_8 wMethod,98,-1.027839675000, 0.670076000000,8
K_8 wMethod,138,-1.027234287500, 0.064688500000,8
K_8 wMethod,205,-1.027388187500, 0.218588500000,8
K_8 wMethod,289,-1.027543550000, 0.373951000000,8
