,0,1,2,3,4,5,6
0,63.698,63.293,62.927,62.763,63.127,62.977,63.091
1,-101.22,-101.03,-100.68,-100.52,-100.86,-100.73,-100.84
2,-3.4053,-3.3515,-3.35,-3.3313,-3.3538,-3.3385,-3.3402
3,-0.0051631,-0.0048842,-0.0049397,-0.0048991,-0.0049382,-0.0048783,-0.0049165
4,-1.1412e-06,-1.1055e-06,-1.0978e-06,-1.0952e-06,-1.1022e-06,-1.0913e-06,-1.0966e-06
5,1.471,1.4793,1.4765,1.4795,1.4802,1.4787,1.4793
6,0.55124,0.58921,0.58462,0.58025,0.57961,0.5778,0.57738
7,0.0020776,0.001374,0.0027305,0.00074248,0.00061072,0.0010291,0.0010575
8,0.0017067,0.0016834,0.00039939,0.0023035,0.0025366,0.0020858,0.0020302
9,4.1169e-06,-7.4158e-07,-4.1809e-06,-3.0347e-06,-1.5654e-06,-4.8606e-06,-2.2221e-06
