,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0,17.062,14.754,14.754,16.993,17.263,17.263,16.578,16.572,16.575,17.004,16.372,16.965,16.965,16.877,16.877,16.462,16.462,16.869,16.66,16.499,16.495,16.495,16.404,16.462,16.462,16.639,16.639,16.769,16.652,16.542,16.542,16.632,16.628,16.628,16.628,16.61,16.605,16.605,16.587,16.566,16.566,16.547,16.547,16.547,16.547,16.601,16.601,16.633,16.761,16.761,16.761,16.733,16.733,16.733,16.617,16.69,16.69,16.69,16.56,16.651,16.651,16.651,16.651,16.653,16.653,16.653,16.653,16.653,16.642,16.642,16.642,16.673,16.673,16.607,16.607,16.607,16.607,16.628,16.628,16.628,16.628,16.628,16.633,16.622,16.622,16.622,16.622
1,-23.301,-22.932,-22.932,-24.736,-25.318,-25.318,-24.704,-24.743,-24.686,-25.154,-24.525,-25.119,-25.119,-25.036,-25.036,-24.615,-24.615,-25.025,-24.822,-24.655,-24.654,-24.654,-24.559,-24.636,-24.636,-24.794,-24.794,-24.926,-24.813,-24.708,-24.708,-24.792,-24.786,-24.786,-24.786,-24.765,-24.757,-24.757,-24.741,-24.73,-24.73,-24.703,-24.703,-24.703,-24.703,-24.76,-24.76,-24.792,-24.914,-24.914,-24.914,-24.887,-24.887,-24.887,-24.776,-24.844,-24.844,-24.844,-24.722,-24.809,-24.809,-24.809,-24.809,-24.808,-24.808,-24.808,-24.808,-24.808,-24.798,-24.798,-24.798,-24.828,-24.828,-24.764,-24.764,-24.764,-24.764,-24.786,-24.786,-24.786,-24.786,-24.786,-24.788,-24.777,-24.777,-24.777,-24.777
2,-0.73512,-0.54892,-0.54892,-0.73266,-0.79097,-0.79097,-0.73975,-0.69394,-0.73867,-0.72049,-0.71909,-0.71765,-0.71765,-0.71389,-0.71389,-0.71864,-0.71864,-0.71553,-0.71177,-0.7164,-0.71363,-0.71363,-0.71802,-0.69925,-0.69925,-0.71793,-0.71793,-0.71517,-0.71218,-0.7064,-0.7064,-0.71303,-0.7144,-0.7144,-0.7144,-0.71807,-0.72131,-0.72131,-0.71856,-0.70913,-0.70913,-0.71661,-0.71661,-0.71661,-0.71661,-0.71407,-0.71407,-0.71462,-0.71981,-0.71981,-0.71981,-0.71855,-0.71855,-0.71855,-0.71427,-0.71961,-0.71961,-0.71961,-0.71023,-0.71524,-0.71524,-0.71524,-0.71524,-0.71779,-0.71779,-0.71779,-0.71779,-0.71779,-0.7171,-0.7171,-0.7171,-0.7179,-0.7179,-0.71685,-0.71685,-0.71685,-0.71685,-0.71505,-0.71505,-0.71505,-0.71505,-0.71505,-0.71763,-0.71777,-0.71777,-0.71777,-0.71777
3,-0.0010173,-0.00060115,-0.00060115,-0.00098417,-0.0010498,-0.0010498,-0.00094863,-0.00085943,-0.000945,-0.00085474,-0.0009239,-0.00089545,-0.00089545,-0.00088939,-0.00088939,-0.00090986,-0.00090986,-0.00089668,-0.00087212,-0.00090667,-0.00089771,-0.00089771,-0.00089793,-0.00087651,-0.00087651,-0.00091595,-0.00091595,-0.0008962,-0.00089109,-0.00089575,-0.00089575,-0.00088518,-0.00089656,-0.00089656,-0.00089656,-0.0009055,-0.00090876,-0.00090876,-0.00091151,-0.00089282,-0.00089282,-0.00090898,-0.00090898,-0.00090898,-0.00090898,-0.00089715,-0.00089715,-0.00089966,-0.00090472,-0.00090472,-0.00090472,-0.00090551,-0.00090551,-0.00090551,-0.00089999,-0.00090645,-0.00090645,-0.00090645,-0.00089016,-0.00090067,-0.00090067,-0.00090067,-0.00090067,-0.00090326,-0.00090326,-0.00090326,-0.00090326,-0.00090326,-0.00090174,-0.00090174,-0.00090174,-0.00090635,-0.00090635,-0.0009017,-0.0009017,-0.0009017,-0.0009017,-0.00090272,-0.00090272,-0.00090272,-0.00090272,-0.00090272,-0.00090347,-0.00090344,-0.00090344,-0.00090344,-0.00090344
4,-1.0495e-06,-7.7164e-07,-7.7164e-07,-1.1312e-06,-1.1973e-06,-1.1973e-06,-1.1408e-06,-9.3366e-07,-1.0486e-06,-1.0645e-06,-1.005e-06,-1.0183e-06,-1.0183e-06,-1.0537e-06,-1.0537e-06,-1.0312e-06,-1.0312e-06,-1.0744e-06,-1.0435e-06,-1.0777e-06,-1.0701e-06,-1.0701e-06,-1.0161e-06,-1.0106e-06,-1.0106e-06,-1.0699e-06,-1.0699e-06,-1.0536e-06,-1.0449e-06,-1.0473e-06,-1.0473e-06,-1.0184e-06,-1.0394e-06,-1.0394e-06,-1.0394e-06,-1.0398e-06,-1.0515e-06,-1.0515e-06,-1.0557e-06,-1.02e-06,-1.02e-06,-1.0472e-06,-1.0472e-06,-1.0472e-06,-1.0472e-06,-1.0499e-06,-1.0499e-06,-1.0328e-06,-1.0395e-06,-1.0395e-06,-1.0395e-06,-1.0314e-06,-1.0314e-06,-1.0314e-06,-1.0305e-06,-1.0472e-06,-1.0472e-06,-1.0472e-06,-1.0421e-06,-1.0382e-06,-1.0382e-06,-1.0382e-06,-1.0382e-06,-1.0401e-06,-1.0401e-06,-1.0401e-06,-1.0401e-06,-1.0401e-06,-1.0443e-06,-1.0443e-06,-1.0443e-06,-1.048e-06,-1.048e-06,-1.0392e-06,-1.0392e-06,-1.0392e-06,-1.0392e-06,-1.0389e-06,-1.0389e-06,-1.0389e-06,-1.0389e-06,-1.0389e-06,-1.0372e-06,-1.0423e-06,-1.0423e-06,-1.0423e-06,-1.0423e-06
5,0.031006,0.0077997,0.0077997,0.011676,0.0061221,0.0061221,0.0058022,0.0057917,0.005895,0.0055664,0.0056233,0.0055437,0.0055437,0.0055947,0.0055947,0.0055606,0.0055606,0.0055463,0.0055545,0.0055411,0.0055398,0.0055398,0.0055601,0.0055417,0.0055417,0.0055436,0.0055436,0.0055458,0.0055603,0.0055634,0.0055634,0.0055506,0.0055557,0.0055557,0.0055557,0.0055644,0.0055606,0.0055606,0.0055623,0.005565,0.005565,0.0055677,0.0055677,0.0055677,0.0055677,0.0055618,0.0055618,0.005569,0.0055691,0.0055691,0.0055691,0.0055688,0.0055688,0.0055688,0.005562,0.0055683,0.0055683,0.0055683,0.0055618,0.0055677,0.0055677,0.0055677,0.0055677,0.0055673,0.0055673,0.0055673,0.0055673,0.0055673,0.0055618,0.0055618,0.0055618,0.0055672,0.0055672,0.0055672,0.0055672,0.0055672,0.0055672,0.0055673,0.0055673,0.0055673,0.0055673,0.0055673,0.0055618,0.0055673,0.0055673,0.0055673,0.0055673
6,0.01596,0.0084404,0.0084404,0.0086791,0.0075901,0.0075901,0.0073342,0.0073558,0.007356,0.0071636,0.0072283,0.0071439,0.0071439,0.0072056,0.0072056,0.0071557,0.0071557,0.0071462,0.0071717,0.0071439,0.0071448,0.0071448,0.0071764,0.007149,0.007149,0.0071516,0.0071516,0.0071543,0.0071803,0.0071819,0.0071819,0.0071598,0.0071655,0.0071655,0.0071655,0.0071823,0.007171,0.007171,0.0071799,0.007175,0.007175,0.0071768,0.0071768,0.0071768,0.0071768,0.0071799,0.0071799,0.0071771,0.0071766,0.0071766,0.0071766,0.0071758,0.0071758,0.0071758,0.0071803,0.0071751,0.0071751,0.0071751,0.0071805,0.0071743,0.0071743,0.0071743,0.0071743,0.0071741,0.0071741,0.0071741,0.0071741,0.0071741,0.0071803,0.0071803,0.0071803,0.0071741,0.0071741,0.0071741,0.0071741,0.0071741,0.0071741,0.0071742,0.0071742,0.0071742,0.0071742,0.0071742,0.0071804,0.0071743,0.0071743,0.0071743,0.0071743
7,-0.005431,-0.0017704,-0.0017704,-0.0025188,-0.0013476,-0.0013476,-0.0013011,-0.0012724,-0.0013052,-0.0012155,-0.0012406,-0.0012134,-0.0012134,-0.0012348,-0.0012348,-0.0012172,-0.0012172,-0.0012157,-0.0012257,-0.0012161,-0.0012173,-0.0012173,-0.0012273,-0.0012194,-0.0012194,-0.0012204,-0.0012204,-0.0012214,-0.0012288,-0.0012287,-0.0012287,-0.0012235,-0.0012254,-0.0012254,-0.0012254,-0.0012289,-0.0012271,-0.0012271,-0.0012282,-0.0012282,-0.0012282,-0.0012286,-0.0012286,-0.0012286,-0.0012286,-0.0012283,-0.0012283,-0.0012285,-0.0012283,-0.0012283,-0.0012283,-0.0012281,-0.0012281,-0.0012281,-0.0012284,-0.0012279,-0.0012279,-0.0012279,-0.0012284,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012284,-0.0012284,-0.0012284,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012276,-0.0012277,-0.0012277,-0.0012277,-0.0012277,-0.0012277,-0.0012284,-0.0012277,-0.0012277,-0.0012277,-0.0012277
8,-0.00028398,-0.00018309,-0.00018309,-0.0003008,-0.00015934,-0.00015934,-0.00015005,-0.00015211,-0.00015003,-0.00014802,-0.00014818,-0.00014839,-0.00014839,-0.00014702,-0.00014702,-0.00014813,-0.00014813,-0.00014747,-0.00014566,-0.00014701,-0.00014651,-0.00014651,-0.0001461,-0.00014623,-0.00014623,-0.00014613,-0.00014613,-0.00014614,-0.0001458,-0.00014607,-0.00014607,-0.00014584,-0.00014573,-0.00014573,-0.00014573,-0.00014623,-0.00014562,-0.00014562,-0.00014626,-0.00014573,-0.00014573,-0.00014589,-0.00014589,-0.00014589,-0.00014589,-0.00014621,-0.00014621,-0.0001461,-0.0001462,-0.0001462,-0.0001462,-0.0001462,-0.0001462,-0.0001462,-0.00014614,-0.00014625,-0.00014625,-0.00014625,-0.00014619,-0.00014628,-0.00014628,-0.00014628,-0.00014628,-0.00014625,-0.00014625,-0.00014625,-0.00014625,-0.00014625,-0.00014615,-0.00014615,-0.00014615,-0.00014622,-0.00014622,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014621,-0.00014617,-0.00014621,-0.00014621,-0.00014621,-0.00014621
9,-9.4614e-06,-3.6698e-05,-3.6698e-05,-1.9517e-05,-3.173e-05,-3.173e-05,-3.1943e-05,-3.0561e-05,-3.1172e-05,-2.9347e-05,-3.035e-05,-2.9153e-05,-2.9153e-05,-3.0366e-05,-3.0366e-05,-2.9373e-05,-2.9373e-05,-2.9439e-05,-3.0209e-05,-2.9542e-05,-2.9685e-05,-2.9685e-05,-3.017e-05,-2.9836e-05,-2.9836e-05,-2.9892e-05,-2.9892e-05,-2.9938e-05,-3.0299e-05,-3.0218e-05,-3.0218e-05,-3.0072e-05,-3.0183e-05,-3.0183e-05,-3.0183e-05,-3.0207e-05,-3.0273e-05,-3.0273e-05,-3.0163e-05,-3.029e-05,-3.029e-05,-3.0274e-05,-3.0274e-05,-3.0274e-05,-3.0274e-05,-3.0176e-05,-3.0176e-05,-3.0233e-05,-3.0201e-05,-3.0201e-05,-3.0201e-05,-3.0191e-05,-3.0191e-05,-3.0191e-05,-3.0191e-05,-3.0175e-05,-3.0175e-05,-3.0175e-05,-3.0187e-05,-3.0159e-05,-3.0159e-05,-3.0159e-05,-3.0159e-05,-3.0163e-05,-3.0163e-05,-3.0163e-05,-3.0163e-05,-3.0163e-05,-3.0189e-05,-3.0189e-05,-3.0189e-05,-3.0165e-05,-3.0165e-05,-3.0171e-05,-3.0171e-05,-3.0171e-05,-3.0171e-05,-3.0168e-05,-3.0168e-05,-3.0168e-05,-3.0168e-05,-3.0168e-05,-3.0189e-05,-3.0168e-05,-3.0168e-05,-3.0168e-05,-3.0168e-05
