1	0.19427144720000022
1	0.19427144720000022
2	0.024121247200000084
4	0.026855447199999105
4	0.026855447199999105
6	0.01085524719999853
6	0.01085524719999853
12	0.003688847199999401
15	0.003809447199998317
18	0.002065647199998466
23	6.647199999321174e-06
24	0.0013070471999991895
27	0.0007988471999986757
35	0.0005950471999991436
35	0.0005950471999991436
58	0.0001700471999992459
60	0.00031675280000165174
65	1.5352800000201228e-05
73	2.7952800001784794e-05
84	3.955280000056405e-05
92	8.304720000040788e-05
103	1.3247200000066073e-05
126	5.324720000032812e-05
142	8.175279999989016e-05
159	3.424719999856052e-05
169	3.884719999902586e-05
181	3.0247199999777763e-05
207	2.0247199998379983e-05
210	6.0047199999857526e-05
236	2.384719999781737e-05
264	2.3647199999032864e-05
281	2.2952800001974083e-05
291	9.64719999885233e-06
323	1.1047199999225654e-05
366	2.8471999993229247e-06
390	2.4471999982011994e-06
420	2.524719999996705e-05
445	5.247199998947849e-06
498	6.647199999321174e-06
507	4.352800001328205e-06
560	1.3247200000066073e-05
580	5.6471999982932175e-06
618	5.6471999982932175e-06
646	8.447199999039867e-06
684	6.247199998199449e-06
756	9.447200000067824e-06
794	1.0647199999880286e-05
849	7.447199998011911e-06
914	9.64719999885233e-06
