,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,41.698,41.698,41.016,41.656,43.062,41.885,41.588,41.43,42.53,42.479,41.771,42.335,42.649,42.194,42.545,42.251,42.303,42.331,42.469,42.187,42.423,42.212,42.529,42.529,42.529,42.271,42.217,42.407,42.362,42.413,42.494,42.416,42.431,42.315,42.379,42.358,42.366,42.422,42.471,42.3
1,-75.008,-75.008,-73.603,-74.053,-75.589,-74.419,-74.088,-73.891,-74.999,-74.919,-74.217,-74.753,-75.1,-74.641,-74.992,-74.675,-74.744,-74.778,-74.914,-74.649,-74.874,-74.657,-74.956,-74.956,-74.956,-74.736,-74.668,-74.844,-74.805,-74.859,-74.931,-74.852,-74.876,-74.762,-74.82,-74.801,-74.814,-74.855,-74.908,-74.75
2,-3.1307,-3.1307,-2.8266,-3.0437,-3.0547,-2.9459,-2.9481,-3.0098,-2.989,-3.0283,-3.0296,-3.0491,-3.0161,-3.0203,-3.021,-3.0413,-3.0268,-3.0206,-3.0215,-3.006,-3.0168,-3.0231,-3.0406,-3.0406,-3.0406,-3.0036,-3.0171,-3.0314,-3.0257,-3.0223,-3.0312,-3.0316,-3.0234,-3.021,-3.0275,-3.0254,-3.0203,-3.0346,-3.031,-3.0182
3,-0.027753,-0.027753,-0.024536,-0.02807,-0.027176,-0.026496,-0.026413,-0.027171,-0.026774,-0.027106,-0.027285,-0.027627,-0.027125,-0.027264,-0.027158,-0.027487,-0.027235,-0.027177,-0.027276,-0.027143,-0.02708,-0.027257,-0.027419,-0.027419,-0.027419,-0.027006,-0.027203,-0.027306,-0.027235,-0.027224,-0.027327,-0.027334,-0.027196,-0.027203,-0.027246,-0.027254,-0.027221,-0.027375,-0.027305,-0.027173
4,-0.00026172,-0.00026172,-0.00023396,-0.00026452,-0.00026224,-0.00025424,-0.00025238,-0.00025912,-0.00025363,-0.00025879,-0.00026115,-0.00026376,-0.00025846,-0.00026149,-0.00025951,-0.00026282,-0.00026019,-0.00026133,-0.00026143,-0.00026007,-0.00025975,-0.00026143,-0.00026211,-0.00026211,-0.00026211,-0.00025894,-0.00026054,-0.00026122,-0.0002609,-0.00026054,-0.00026173,-0.00026148,-0.00026056,-0.00026035,-0.00026072,-0.00026098,-0.00026047,-0.00026226,-0.00026142,-0.00026015
5,0.017921,0.017921,0.025054,0.024061,0.021419,0.022351,0.022292,0.022254,0.022521,0.022322,0.02212,0.022183,0.022265,0.022299,0.022306,0.022207,0.022244,0.022173,0.022262,0.022247,0.022243,0.022272,0.022245,0.022245,0.022245,0.022245,0.022247,0.022232,0.022226,0.022215,0.02224,0.022217,0.022232,0.022238,0.022226,0.02223,0.022231,0.022235,0.022238,0.022236
6,0.024752,0.024752,0.028715,0.03057,0.028478,0.029043,0.028955,0.02907,0.029422,0.029296,0.029102,0.029105,0.029239,0.029276,0.029274,0.029162,0.029214,0.029123,0.029234,0.029211,0.029213,0.029245,0.029209,0.029209,0.029209,0.029205,0.029211,0.029196,0.029193,0.02918,0.029207,0.029182,0.029201,0.029201,0.029193,0.029196,0.029195,0.029198,0.029201,0.0292
7,-0.0040507,-0.0040507,-0.006175,-0.0053095,-0.0048986,-0.0053137,-0.0051156,-0.0051798,-0.0052295,-0.0051605,-0.0051325,-0.0051237,-0.0051636,-0.0051719,-0.0051832,-0.0051419,-0.0051587,-0.0051337,-0.0051632,-0.0051608,-0.0051594,-0.0051717,-0.00516,-0.00516,-0.00516,-0.0051589,-0.0051607,-0.0051553,-0.0051558,-0.0051512,-0.0051592,-0.0051521,-0.005158,-0.0051578,-0.0051557,-0.0051564,-0.005156,-0.0051567,-0.0051575,-0.005158
8,-0.00065102,-0.00065102,-0.00090127,-0.00074929,-0.00078046,-0.00083812,-0.00080844,-0.00083007,-0.00082084,-0.00082294,-0.00082323,-0.00081852,-0.00082374,-0.00082378,-0.00082611,-0.00082582,-0.00082481,-0.00082736,-0.0008261,-0.00082685,-0.00082606,-0.0008259,-0.00082642,-0.00082642,-0.00082642,-0.00082663,-0.00082622,-0.0008265,-0.00082535,-0.00082595,-0.00082644,-0.00082589,-0.00082562,-0.00082644,-0.00082565,-0.0008261,-0.00082605,-0.00082669,-0.00082677,-0.00082586
9,-9.3462e-05,-9.3461e-05,-0.00011994,-0.00011133,-0.00010929,-0.00011007,-0.00010554,-0.00010801,-0.00010982,-0.00010759,-0.00010712,-0.000106,-0.00010777,-0.00010816,-0.00010818,-0.00010671,-0.0001074,-0.00010593,-0.0001075,-0.00010719,-0.00010741,-0.00010776,-0.0001072,-0.0001072,-0.0001072,-0.00010702,-0.00010715,-0.00010697,-0.00010715,-0.0001069,-0.00010716,-0.00010695,-0.00010724,-0.00010703,-0.00010714,-0.0001071,-0.00010704,-0.00010703,-0.00010698,-0.00010711
10,-1.7963e-05,-1.7963e-05,-1.3236e-05,-1.3987e-05,-7.0414e-06,-5.1125e-06,-7.4344e-06,-5.4501e-06,-4.6657e-06,-5.1784e-06,-4.4038e-06,-5.3761e-06,-4.2915e-06,-4.321e-06,-4.279e-06,-4.3705e-06,-4.3327e-06,-4.351e-06,-4.3191e-06,-4.3124e-06,-4.3035e-06,-4.2966e-06,-4.3205e-06,-4.3205e-06,-4.3204e-06,-4.306e-06,-4.3014e-06,-4.3103e-06,-4.2941e-06,-4.3073e-06,-4.3037e-06,-4.3043e-06,-4.2962e-06,-4.3049e-06,-4.2974e-06,-4.3017e-06,-4.3017e-06,-4.3068e-06,-4.3079e-06,-4.2997e-06
11,-1.612e-06,-1.612e-06,-9.47e-07,-1.421e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
