,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-4.9389,-5.1736,-4.7274,-4.6957,-4.6068,-5.23,-4.1817,-5.2542,-4.7714,-5.1812,-4.2792,-5.0822,-4.4192,-4.0209,-4.9198,-3.7468,-4.523,-3.9196,-4.5551,-4.2315
1,-5.1165,-4.896,-5.5373,-5.5441,-5.768,-5.0523,-6.1584,-5.0338,-5.5379,-5.0865,-6.0759,-5.2212,-5.9276,-6.3286,-5.4024,-6.5929,-5.8247,-6.4261,-5.7914,-6.122
2,-0.057932,-0.043557,-0.04996,-0.054777,-0.076406,-0.05189,-0.08174,-0.054745,-0.062749,-0.054071,-0.077652,-0.056512,-0.074579,-0.091475,-0.060636,-0.098741,-0.071912,-0.094816,-0.069876,-0.081102
3,-2.7526e-06,-2.575e-06,-2.3994e-06,-3.1475e-06,-9.028e-06,-3.2448e-06,-8.0888e-06,-3.5668e-06,-4.6194e-06,-3.4413e-06,-8.4502e-06,-3.8789e-06,-7.1282e-06,-1.2366e-05,-4.4409e-06,-1.4274e-05,-6.7262e-06,-1.2593e-05,-6.4455e-06,-8.8471e-06
4,3.2912e-10,6.1351e-10,-3.9279e-10,1.5035e-10,8.1968e-11,-6.9264e-10,1.545e-10,8.3821e-10,7.0347e-10,-9.7609e-10,-6.1803e-10,7.9282e-10,-5.8483e-10,7.6687e-10,-7.7912e-10,-1.8088e-10,2.82e-10,1.0147e-10,-4.9926e-10,-1.5314e-10
5,1.2408,1.1084,1.4005,1.2637,1.5252,1.3293,1.5087,1.3407,1.3641,1.2927,1.5106,1.359,1.47,1.5829,1.3889,1.62,1.4684,1.5976,1.4573,1.5166
6,0.11139,0.019376,0.061443,0.038875,0.04099,0.07045,0.042027,0.05314,0.060919,0.066667,0.041232,0.058686,0.045978,0.037028,0.054299,0.033098,0.046202,0.035155,0.045848,0.041631
7,0.014828,0.0076044,0.0010945,0.011052,0.0098297,0.0088063,0.0077486,0.01064,0.011595,0.012544,0.0098241,0.0086031,0.010669,0.0093964,0.011372,0.0099545,0.0097131,0.0096922,0.010568,0.010292
8,0.00097458,-3.8429e-05,0.010027,0.00011933,0.00046573,0.0034576,0.0023088,0.00013025,1.6161e-05,-0.00011473,0.00058462,0.0023617,0.00015801,0.00047849,4.9574e-05,0.00014099,0.00086323,0.0004155,0.0001931,0.00025768
9,2.781e-05,1.9582e-05,0.00014092,1.0943e-05,8.9519e-05,2.6794e-05,4.4283e-05,7.2926e-05,5.2191e-05,6.1559e-05,5.7155e-05,5.4696e-05,6.481e-05,7.2134e-05,6.8687e-05,6.2954e-05,5.7943e-05,5.6473e-05,6.7245e-05,7.7217e-05
10,6.4672e-06,-1.9084e-07,0.00018543,1.111e-07,-1.5558e-06,1.2099e-05,2.7966e-05,-1.3874e-06,1.0541e-06,-1.1292e-06,-1.0297e-06,3.0721e-06,-8.4268e-07,5.102e-06,-1.3131e-06,-1.733e-06,-1.3091e-06,-1.6823e-06,-3.918e-07,-1.9486e-06
11,,,1.0201e-05,,,7.3763e-08,2.2722e-06,,,,,,,,,,,,,
12,,,2.3772e-06,,,,,,,,,,,,,,,,,
