,0,1,2,3
0,21.727,18.874,19.944,19.412
1,-52.617,-50.147,-51.112,-50.635
2,-4.5974,-4.1345,-4.2884,-4.2363
3,-0.027871,-0.024254,-0.024247,-0.024078
4,-6.3995e-06,-5.7214e-06,-5.3948e-06,-5.3545e-06
5,3.9569,3.9753,3.9426,3.9719
6,0.52321,0.45989,0.48672,0.47495
7,0.029135,0.020134,0.027176,0.023223
8,0.0052018,0.011903,0.0049644,0.0079472
9,7.9514e-05,-8.5894e-05,2.3117e-05,0.00025392
10,0.00014658,1.4626e-05,6.2268e-05,0.00013604
11,6.7959e-06,1.8229e-05,8.4286e-06,5.1516e-05
12,,5.8677e-06,,2.2182e-07
