,0,1,2,3,4,5,6
0,37.99,35.473,35.498,35.812,36.183,35.76,35.71
1,-83.59,-80.907,-81.068,-81.289,-81.592,-81.219,-81.174
2,-7.7557,-7.6656,-7.5791,-7.6693,-7.7442,-7.6885,-7.6838
3,-0.078596,-0.078265,-0.076426,-0.077446,-0.078516,-0.077956,-0.077911
4,-4.0257e-05,-4.0289e-05,-3.9073e-05,-4.0042e-05,-4.054e-05,-4.0281e-05,-4.0349e-05
5,6.1207,5.9811,5.9593,5.9549,5.9622,5.9598,5.9582
6,0.63997,0.68312,0.71304,0.71414,0.71396,0.71042,0.71166
7,0.0346,0.028681,0.027254,0.02643,0.02436,0.025213,0.024807
8,0.015231,0.011213,0.01329,0.014832,0.017108,0.015764,0.01633
9,0.00092044,-7.9332e-05,-1.0987e-08,0.00011817,-4.9226e-05,0.00021613,0.00013005
10,0.0014724,-0.000116,0.00036376,9.088e-05,9.3382e-05,2.0087e-05,8.0761e-05
11,0.00010814,1.3412e-05,2.3333e-05,1.9652e-05,5.4128e-06,1.2524e-05,1.4563e-05
12,7.5858e-07,1.9878e-05,9.909e-06,1.5594e-06,,2.4764e-08,5.8787e-07
13,,4.4537e-06,,,,,
