,0,1,2,3
0,146.52,145.94,145.71,145.79
1,-145.73,-145.13,-144.94,-145.0
2,-5.8844,-5.8861,-5.8637,-5.8739
3,-0.041265,-0.041422,-0.041251,-0.041406
4,-0.00027726,-0.00027514,-0.00027388,-0.00027501
5,-0.0043909,-0.0043884,-0.00438,-0.0043796
6,-0.003246,-0.0032334,-0.0032272,-0.0032274
7,2.2879e-05,2.2633e-05,2.2664e-05,2.2653e-05
8,-9.2482e-06,-9.2465e-06,-9.244e-06,-9.2503e-06
