,0,1,2,3,4,5,6
0,165.94,166.0,165.92,165.68,165.89,165.85,165.86
1,-165.63,-165.43,-165.39,-165.15,-165.38,-165.33,-165.35
2,-6.6497,-6.6498,-6.6216,-6.6295,-6.6162,-6.6257,-6.6145
3,-0.055086,-0.054658,-0.054498,-0.054785,-0.054498,-0.054712,-0.054551
4,-0.00044919,-0.00043425,-0.00043298,-0.0004354,-0.00043354,-0.0004343,-0.0004342
5,-0.0052222,-0.0051739,-0.00521,-0.0051996,-0.0052139,-0.0052182,-0.0052148
6,-0.0041186,-0.0038921,-0.0039175,-0.0039112,-0.0039212,-0.0039244,-0.0039218
7,-5.5773e-06,2.1839e-05,2.2459e-05,2.2724e-05,2.2811e-05,2.2933e-05,2.2801e-05
8,-1.166e-05,-9.6469e-06,-9.7105e-06,-9.6456e-06,-9.6654e-06,-9.6609e-06,-9.6678e-06
9,2.4542e-06,,,,,,
