,0,1,2,3,4
0,198.1,197.21,197.55,197.0,196.89
1,-198.4,-197.4,-197.68,-197.18,-197.07
2,-7.8618,-7.9299,-7.9907,-7.9393,-7.9346
3,-0.081171,-0.083487,-0.084132,-0.083278,-0.083272
4,-0.00074157,-0.0007646,-0.0007666,-0.00076055,-0.00076086
5,-0.0066787,-0.0068875,-0.006894,-0.0068909,-0.0068928
6,-0.0050716,-0.0052227,-0.0052274,-0.0052276,-0.0052292
7,2.5392e-05,2.814e-05,2.8463e-05,2.8657e-05,2.8616e-05
8,-1.3016e-05,-1.3114e-05,-1.3109e-05,-1.3078e-05,-1.3093e-05
9,3.2754e-06,3.311e-06,3.3099e-06,3.3015e-06,3.3044e-06
