,0,1,2,3,4,5,6,7,8,9
0,58.397,58.66,58.636,58.853,58.774,58.624,58.666,58.731,58.681,58.732
1,-58.169,-58.436,-58.401,-58.606,-58.527,-58.389,-58.429,-58.489,-58.446,-58.49
2,-2.2838,-2.2742,-2.2818,-2.2938,-2.2944,-2.2825,-2.2844,-2.2896,-2.2825,-2.2893
3,-0.0037869,-0.0037701,-0.0038055,-0.003835,-0.0038453,-0.0038087,-0.0038111,-0.0038326,-0.0038109,-0.0038396
4,-1.4402e-06,-1.4335e-06,-1.4451e-06,-1.4552e-06,-1.454e-06,-1.4386e-06,-1.4417e-06,-1.4484e-06,-1.4461e-06,-1.4553e-06
5,-0.0017085,-0.0017571,-0.001761,-0.0017658,-0.0017625,-0.0017633,-0.0017618,-0.0017623,-0.0017623,-0.0017625
6,-0.0012359,-0.0012734,-0.0012736,-0.0012776,-0.0012749,-0.0012758,-0.0012749,-0.0012753,-0.0012753,-0.0012754
7,5.8469e-06,6.6592e-06,6.6551e-06,6.7468e-06,6.7295e-06,6.7488e-06,6.7433e-06,6.7441e-06,6.7407e-06,6.7392e-06
