,0,1,2,3,4,5,6,7,8,9
0,233.53,239.27,236.81,236.16,236.46,235.86,235.92,235.91,236.09,235.91
1,-244.12,-248.38,-246.74,-246.12,-246.35,-245.63,-245.82,-245.78,-245.98,-245.78
2,-15.598,-17.174,-16.237,-16.268,-16.342,-16.471,-16.36,-16.374,-16.364,-16.374
3,-0.42422,-0.38877,-0.48595,-0.43436,-0.43576,-0.43116,-0.41418,-0.41619,-0.4122,-0.41619
4,-0.004243,-0.002922,-0.0045037,-0.0039532,-0.0038687,-0.0037817,-0.0035765,-0.0035454,-0.0035159,-0.0035454
5,0.73143,0.69729,0.70129,0.70399,0.70241,0.704,0.7037,0.70339,0.70347,0.70339
6,0.19354,0.17944,0.18667,0.18435,0.18487,0.18563,0.1848,0.18526,0.18515,0.18526
7,-0.0079812,-0.0061223,-0.0065265,-0.0070243,-0.0065394,-0.0069132,-0.0066961,-0.006771,-0.0067797,-0.006771
8,0.0045867,0.0019684,0.0030502,0.0033813,0.0028514,0.0033222,0.003103,0.003203,0.0031289,0.003203
9,3.3856e-06,5.4386e-05,1.8484e-05,-7.7869e-06,8.2986e-06,5.9672e-06,-1.8009e-06,-1.777e-06,5.5647e-06,-1.777e-06
10,6.5323e-06,3.5086e-06,7.767e-06,3.1316e-05,2.333e-05,2.1326e-05,2.8332e-05,2.8315e-05,2.2922e-05,2.8315e-05
11,,,,-6.5958e-06,-7.4872e-06,-8.0069e-06,-7.0861e-06,-7.0009e-06,-8.0181e-06,-7.0009e-06
