,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,146.45,146.45,141.68,141.68,143.76,143.76,143.12,143.12,143.12,142.48,141.71,141.71,141.71,142.16,142.61,142.41,143.13,142.0,142.05,142.68,142.51,142.55,142.69,142.4,142.4,142.38,142.33,142.25,141.94,142.55,142.43,142.61,142.47,141.82,142.52,142.68,142.55,142.55,142.32,142.62,142.39,142.4,142.59,142.54,142.45,142.66,142.49,142.54
1,-156.24,-156.24,-152.47,-152.47,-153.65,-153.65,-153.42,-153.42,-153.42,-152.84,-152.38,-152.38,-152.38,-152.67,-153.02,-152.77,-153.38,-152.51,-152.54,-153.03,-152.98,-152.99,-153.02,-152.74,-152.74,-152.76,-152.79,-152.66,-152.49,-152.95,-152.83,-153.01,-152.88,-152.31,-152.9,-153.06,-152.9,-152.94,-152.74,-153.04,-152.82,-152.74,-152.97,-152.91,-152.86,-153.03,-152.9,-152.94
2,-16.282,-16.282,-15.286,-15.286,-16.172,-16.172,-15.774,-15.774,-15.774,-15.72,-15.415,-15.415,-15.415,-15.571,-15.664,-15.714,-15.818,-15.572,-15.581,-15.724,-15.608,-15.635,-15.749,-15.741,-15.741,-15.701,-15.621,-15.663,-15.527,-15.677,-15.68,-15.667,-15.671,-15.585,-15.7,-15.698,-15.72,-15.686,-15.662,-15.664,-15.642,-15.728,-15.688,-15.699,-15.664,-15.705,-15.672,-15.68
3,-0.23456,-0.23456,-0.21569,-0.21569,-0.22665,-0.22665,-0.21928,-0.21928,-0.21928,-0.22123,-0.21603,-0.21603,-0.21603,-0.21739,-0.22124,-0.21966,-0.22281,-0.22009,-0.21973,-0.21944,-0.21962,-0.21861,-0.22232,-0.22106,-0.22106,-0.22019,-0.21941,-0.21952,-0.21791,-0.21988,-0.22012,-0.21992,-0.22035,-0.21906,-0.22045,-0.2203,-0.22056,-0.21995,-0.21961,-0.21969,-0.21981,-0.22079,-0.21986,-0.22026,-0.21955,-0.22046,-0.21973,-0.21989
4,-0.006434,-0.006434,-0.0056397,-0.0056397,-0.0060429,-0.0060429,-0.0056511,-0.0056511,-0.0056511,-0.0058383,-0.0057251,-0.0057251,-0.0057251,-0.0058099,-0.0058805,-0.0057743,-0.0058746,-0.0058866,-0.0058425,-0.0058012,-0.0058467,-0.0057453,-0.0059199,-0.0058532,-0.0058532,-0.0058421,-0.0058248,-0.0058087,-0.0058028,-0.0057824,-0.0058219,-0.0058011,-0.0058486,-0.0058241,-0.0058192,-0.0058269,-0.0058207,-0.0058063,-0.0058129,-0.0058136,-0.0058358,-0.0058255,-0.0058147,-0.0058399,-0.0058007,-0.005812,-0.0058215,-0.0058298
5,1.9607,1.9607,1.9762,1.9762,1.9766,1.9766,1.9777,1.9777,1.9777,1.9773,1.9776,1.9776,1.9776,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775,1.9775
6,0.19097,0.19097,0.19585,0.19585,0.19591,0.19591,0.19585,0.19585,0.19585,0.19592,0.19599,0.19599,0.19599,0.19597,0.19593,0.19599,0.19595,0.19597,0.19598,0.19597,0.19597,0.19597,0.19598,0.19597,0.19597,0.19597,0.19596,0.19596,0.19597,0.19596,0.19597,0.19597,0.19597,0.19597,0.19597,0.19597,0.19596,0.19597,0.19597,0.19597,0.19596,0.19597,0.19597,0.19597,0.19597,0.19596,0.19596,0.19597
7,-0.014609,-0.014609,-0.015212,-0.015212,-0.015185,-0.015185,-0.015203,-0.015203,-0.015203,-0.015111,-0.015168,-0.015168,-0.015168,-0.015158,-0.015162,-0.015172,-0.015181,-0.015175,-0.015179,-0.015175,-0.015155,-0.015155,-0.015183,-0.015165,-0.015165,-0.015167,-0.01517,-0.015181,-0.015175,-0.01517,-0.015168,-0.015159,-0.015172,-0.015163,-0.015165,-0.015162,-0.015165,-0.01517,-0.015167,-0.015162,-0.015163,-0.015163,-0.01517,-0.015169,-0.015166,-0.015164,-0.015169,-0.015166
8,0.00056183,0.00056183,0.00051175,0.00051175,0.00051648,0.00051648,0.00052669,0.00052669,0.00052669,0.00046329,0.00050017,0.00050017,0.00050017,0.00049242,0.00049873,0.00049895,0.00050995,0.000505,0.00050434,0.00049856,0.00049191,0.00049238,0.00050598,0.00049293,0.00049293,0.00049549,0.00049692,0.00050379,0.00049919,0.00049984,0.00049927,0.00049,0.00050084,0.00049509,0.00049413,0.00049025,0.0004945,0.0004976,0.00049378,0.00049602,0.00049299,0.0004921,0.00049837,0.00049752,0.00049466,0.0004938,0.0004978,0.00049706
9,-0.003141,-0.003141,-0.0032259,-0.0032259,-0.0032202,-0.0032202,-0.0032131,-0.0032131,-0.0032131,-0.003233,-0.0032248,-0.0032248,-0.0032248,-0.0032274,-0.003224,-0.0032254,-0.0032219,-0.0032226,-0.003223,-0.0032246,-0.0032273,-0.0032275,-0.0032227,-0.003227,-0.003227,-0.0032257,-0.0032261,-0.0032225,-0.003224,-0.003224,-0.0032245,-0.003227,-0.0032246,-0.0032263,-0.003226,-0.0032279,-0.0032258,-0.0032256,-0.0032262,-0.0032261,-0.003227,-0.0032265,-0.0032247,-0.003225,-0.0032261,-0.0032262,-0.0032244,-0.0032253
10,3.9819e-05,3.9819e-05,3.5391e-05,3.5391e-05,3.7345e-05,3.7345e-05,3.877e-05,3.8769e-05,3.877e-05,3.6097e-05,3.6422e-05,3.6422e-05,3.6422e-05,3.6736e-05,3.7256e-05,3.6386e-05,3.7373e-05,3.649e-05,3.6133e-05,3.658e-05,3.6554e-05,3.6191e-05,3.7045e-05,3.6517e-05,3.6517e-05,3.6589e-05,3.6914e-05,3.6653e-05,3.6718e-05,3.6414e-05,3.6648e-05,3.637e-05,3.6779e-05,3.6662e-05,3.6371e-05,3.6414e-05,3.6548e-05,3.669e-05,3.6673e-05,3.6697e-05,3.665e-05,3.6412e-05,3.6589e-05,3.6572e-05,3.6508e-05,3.6517e-05,3.6566e-05,3.6658e-05
11,-1.4387e-06,-1.4387e-06,-2.015e-06,-2.0149e-06,-1.6344e-06,-1.6341e-06,-1.4712e-06,-1.4714e-06,-1.4712e-06,-1.8303e-06,-1.63e-06,-1.6298e-06,-1.63e-06,-1.6605e-06,-1.6436e-06,-1.6561e-06,-1.6396e-06,-1.6201e-06,-1.5798e-06,-1.659e-06,-1.6605e-06,-1.6243e-06,-1.5772e-06,-1.658e-06,-1.658e-06,-1.6537e-06,-1.6483e-06,-1.6027e-06,-1.6077e-06,-1.6089e-06,-1.6155e-06,-1.6571e-06,-1.6485e-06,-1.6488e-06,-1.6435e-06,-1.679e-06,-1.634e-06,-1.6468e-06,-1.6357e-06,-1.6407e-06,-1.6748e-06,-1.6535e-06,-1.6172e-06,-1.6191e-06,-1.6428e-06,-1.6331e-06,-1.6212e-06,-1.6268e-06
