,0,1,2,3,4,5,6,7,8,9
0,50.469,50.745,50.524,50.237,50.358,50.316,50.376,50.325,50.398,50.263
1,-82.335,-82.68,-82.697,-82.302,-82.494,-82.413,-82.464,-82.415,-82.48,-82.359
2,-9.2707,-9.1904,-8.9407,-9.0518,-8.9839,-9.0213,-9.0297,-9.0287,-9.0361,-9.0231
3,-0.17029,-0.15973,-0.14904,-0.1529,-0.14997,-0.15346,-0.15393,-0.15349,-0.15385,-0.15331
4,-0.00030609,-0.00029859,-0.00027697,-0.00028672,-0.00027785,-0.00028494,-0.00028708,-0.00028622,-0.0002863,-0.00028531
5,5.287,5.1735,5.1851,5.1957,5.1946,5.1966,5.1984,5.1983,5.1987,5.1985
6,0.28447,0.26483,0.25286,0.2592,0.25958,0.25723,0.25583,0.25617,0.25654,0.25665
7,0.03648,0.047532,0.042173,0.038655,0.041013,0.042811,0.04212,0.041716,0.04179,0.041977
8,0.010049,-0.00041087,0.00088324,0.0041835,0.0023961,0.00096068,0.0014441,0.0017184,0.0016494,0.0015379
9,-9.2453e-05,1.1415e-05,0.00014151,9.5836e-05,0.00012206,0.0001313,0.0001221,0.00011749,0.00017546,0.00016776
10,0.00032671,0.00012484,7.3495e-05,7.8489e-05,6.4784e-05,0.00010541,8.8183e-05,7.8882e-05,2.7213e-05,3.9176e-05
11,5.6434e-05,6.9348e-06,3.4523e-05,2.6574e-05,2.6663e-05,2.8235e-05,2.7561e-05,2.7982e-05,2.7909e-05,2.8024e-05
12,-2.6648e-07,,-5.9092e-07,-1.5696e-06,-1.1184e-07,6.901e-07,5.6244e-07,8.3448e-08,-3.2196e-07,-3.4716e-07
