,0,1,2,3,4,5,6
0,102.82,101.2,101.49,101.47,101.24,101.22,101.43
1,-145.75,-144.33,-144.26,-144.44,-144.11,-144.1,-144.28
2,-18.298,-18.248,-18.568,-18.382,-18.47,-18.462,-18.486
3,-0.52358,-0.54321,-0.56769,-0.55679,-0.567,-0.56468,-0.56687
4,-0.0029208,-0.0030219,-0.0032166,-0.0031299,-0.0031767,-0.0031582,-0.003175
5,7.591,7.7799,7.8161,7.8116,7.8172,7.8171,7.817
6,0.21556,0.38085,0.37479,0.37229,0.36893,0.3673,0.36773
7,0.061107,0.067887,0.06362,0.059705,0.059816,0.060411,0.060655
8,8.269e-05,-5.0852e-05,0.00064787,0.0025201,0.0023521,0.0019311,0.001792
9,-5.1498e-05,-7.042e-05,-7.7608e-05,-5.6965e-05,-0.00012223,-7.0161e-05,-5.7554e-05
10,8.9492e-06,-0.00011716,0.00017345,0.00054898,0.00051042,0.00043903,0.00041221
11,,1.9476e-05,2.135e-05,1.55e-05,1.6956e-05,4.0782e-05,1.977e-05
12,,4.3675e-05,3.4739e-05,3.098e-05,2.4171e-05,3.054e-06,2.4527e-05
13,,2.5492e-07,-1.8324e-06,-1.6343e-06,-1.7146e-06,,-1.9804e-06
