,0,1,2,3,4,5,6
0,105.78,99.38,101.35,101.12,101.12,101.34,101.26
1,-148.41,-142.63,-144.07,-143.88,-144.0,-144.1,-144.17
2,-18.556,-17.995,-18.595,-18.564,-18.455,-18.574,-18.435
3,-0.58053,-0.55599,-0.59041,-0.5747,-0.56901,-0.56942,-0.56105
4,-0.0031675,-0.0032394,-0.0033107,-0.0032227,-0.0031995,-0.0031751,-0.0031462
5,7.8773,7.5803,7.7949,7.804,7.8151,7.8138,7.8166
6,0.40404,0.41517,0.37939,0.37886,0.37199,0.36868,0.36805
7,0.059598,0.072218,0.061814,0.057611,0.060873,0.060453,0.059847
8,0.0048089,0.0011872,0.0015777,0.0046745,0.0018905,0.0018847,0.0022494
9,-0.00013531,3.8978e-05,-9.5985e-05,-2.9016e-05,-4.4193e-05,-5.4047e-05,-4.4671e-05
10,0.0001847,-0.00011996,0.00015532,0.00051452,0.0003755,0.00041468,0.00045931
11,6.1383e-05,6.917e-06,2.1455e-05,1.1066e-05,1.6623e-05,3.5706e-05,2.191e-05
12,0.00011299,,4.6775e-05,2.545e-05,3.443e-05,6.8921e-06,1.7962e-05
13,5.8246e-06,,-1.8984e-06,-1.1038e-06,-1.7498e-06,,-2.0991e-06
