,0,1,2,3,4
0,50.931,49.97,50.009,50.655,50.371
1,-83.065,-81.967,-82.103,-82.687,-82.462
2,-9.0399,-9.0967,-9.0132,-9.0792,-9.0217
3,-0.15374,-0.15876,-0.15307,-0.15362,-0.15332
4,-0.00028052,-0.00029381,-0.0002839,-0.00028745,-0.00028542
5,5.3399,5.1855,5.1908,5.1975,5.1969
6,0.26298,0.259,0.26266,0.25942,0.25688
7,0.036459,0.044752,0.043129,0.040986,0.041934
8,0.0063927,0.00023763,0.0011155,0.0023642,0.0016137
9,-6.5612e-05,3.5811e-05,0.00017142,7.9566e-05,0.0001545
10,0.00022558,0.00015997,9.3235e-05,0.00010526,4.3713e-05
11,1.785e-05,3.0042e-05,2.5595e-05,2.7366e-05,3.0756e-05
12,1.8757e-05,1.7063e-06,-2.424e-06,1.3458e-06,-2.8256e-07
13,-9.9071e-07,,,,
