,0,1,2,3,4,5,6,7,8
0,97.89,97.301,97.105,96.606,94.284,94.578,95.886,94.922,94.992
1,-191.0,-190.26,-190.06,-189.54,-187.19,-187.43,-188.7,-187.77,-187.78
2,-13.298,-13.477,-13.345,-13.322,-13.361,-13.436,-13.463,-13.447,-13.507
3,-0.16816,-0.1714,-0.17176,-0.16896,-0.17107,-0.16853,-0.1681,-0.16676,-0.16959
4,-0.00019616,-0.00019938,-0.00020263,-0.00019712,-0.00020179,-0.00019733,-0.00019661,-0.00019329,-0.00019626
5,11.737,12.039,11.946,11.963,11.908,11.929,11.958,11.95,11.961
6,1.0933,1.3373,1.3975,1.3523,1.3974,1.3941,1.379,1.3871,1.3819
7,0.068249,0.063773,0.067618,0.06651,0.067229,0.063925,0.05752,0.060043,0.059987
8,0.0025637,0.024905,0.021427,0.017754,0.023437,0.026432,0.033929,0.032226,0.032799
9,0.0045967,-9.3937e-05,-0.00038687,0.0028492,-0.00032234,-0.00075238,-0.00051588,9.8684e-06,-0.00035583
10,-7.8243e-05,0.00018917,0.0006227,0.0003487,0.00043056,0.0010411,0.00090252,0.0012463,0.001643
11,-4.928e-05,0.00022124,7.9235e-05,0.00012019,0.00012657,4.4238e-05,0.00010458,7.6157e-05,7.3498e-05
12,1.7498e-05,5.337e-06,5.191e-05,5.1462e-05,9.6733e-05,5.382e-05,0.00014427,8.1271e-05,5.8454e-05
13,2.9766e-05,,2.7971e-06,1.8115e-06,9.2993e-06,3.2055e-06,1.7604e-06,2.0997e-06,2.7731e-06
14,4.1721e-06,,,,,,,,
