,0,1,2,3
0,802.32,809.67,809.57,809.4
1,-743.19,-748.87,-748.8,-748.74
2,-101.39,-103.04,-103.03,-102.9
3,-3.4697,-3.5738,-3.5568,-3.5795
4,-0.011469,-0.012205,-0.012182,-0.012247
5,5.4917,5.3559,5.3616,5.3622
6,2.9886,3.1393,3.1563,3.1629
7,0.092891,0.088875,0.091025,0.095106
8,0.020912,0.022437,0.021432,0.019989
9,-7.1928e-05,-0.00012819,-0.00013517,-0.00013732
10,-3.8933e-05,-2.394e-05,-5.3329e-06,-8.3484e-06
11,-4.7033e-07,-2.6904e-06,5.5887e-07,
