,0,1,2,3,4,5,6,7,8,9
0,287.89,289.73,291.09,290.75,290.84,289.89,291.2,290.82,290.64,290.73
1,-270.74,-271.44,-272.06,-272.02,-272.08,-271.32,-272.37,-271.98,-271.81,-272.0
2,-34.797,-36.038,-36.74,-36.479,-36.501,-36.319,-36.571,-36.581,-36.574,-36.465
3,-0.55336,-0.56982,-0.60777,-0.58837,-0.59187,-0.58674,-0.59287,-0.59381,-0.59447,-0.58953
4,-0.00060013,-0.00061357,-0.0006729,-0.00063904,-0.00064657,-0.00064523,-0.00065025,-0.00065383,-0.0006536,-0.00064652
5,2.0328,2.1074,2.0712,2.0837,2.0724,2.0826,2.0812,2.0831,2.0816,2.0816
6,1.3636,1.2864,1.3229,1.3163,1.3268,1.3196,1.3223,1.3215,1.3233,1.3234
7,0.040221,0.048987,0.043468,0.044159,0.042852,0.043991,0.04424,0.044845,0.044828,0.044571
8,0.0083832,0.0042312,0.0066361,0.0062551,0.0069682,0.0064182,0.006362,0.0060731,0.0061051,0.006163
9,4.8283e-06,-2.4095e-05,-1.7924e-06,-9.9385e-06,-1.1527e-05,-1.0408e-05,-1.4309e-05,-1.3271e-05,-1.3919e-05,-1.0611e-05
10,,1.134e-06,2.8688e-06,1.1841e-06,2.8403e-06,1.1762e-06,2.8807e-06,2.6383e-06,1.5626e-06,1.764e-06
