,0,1,2,3,4
0,373.41,372.43,372.35,372.52,372.44
1,-370.4,-369.42,-369.4,-369.49,-369.42
2,-24.474,-24.471,-24.412,-24.495,-24.486
3,-0.25479,-0.25489,-0.25161,-0.25439,-0.25421
4,-0.0005265,-0.00052849,-0.00052415,-0.00052749,-0.00052785
5,0.94885,0.97178,0.97425,0.97391,0.97387
6,0.02037,0.020164,0.020182,0.020043,0.020031
7,0.0094828,0.009669,0.0096801,0.0096646,0.0096683
8,-0.00010124,-0.00010757,-0.00010683,-0.00010648,-0.00010636
9,3.705e-06,2.2299e-06,2.1781e-06,6.1768e-06,4.8185e-06
