,0,1,2,3,4,5,6,7,8,9
0,158.23,157.93,157.7,157.89,158.26,157.87,157.96,158.17,158.03,158.17
1,-159.89,-159.85,-159.41,-159.66,-160.0,-159.66,-159.74,-159.93,-159.79,-159.92
2,-9.0893,-8.9277,-9.109,-9.0605,-9.0809,-9.0462,-9.0392,-9.0625,-9.0675,-9.0724
3,-0.031286,-0.030428,-0.031864,-0.031381,-0.031372,-0.031178,-0.031115,-0.031302,-0.031363,-0.031417
4,-5.6314e-06,-5.5163e-06,-5.7728e-06,-5.6503e-06,-5.6609e-06,-5.662e-06,-5.6262e-06,-5.6756e-06,-5.6735e-06,-5.6862e-06
5,0.44636,0.49637,0.47392,0.49385,0.48018,0.48897,0.48402,0.48643,0.4856,0.48559
6,0.0102,0.011685,0.010972,0.011475,0.011123,0.011135,0.011301,0.011027,0.011295,0.011054
7,0.0045839,0.0049897,0.0048158,0.0049542,0.0048494,0.0048894,0.0048906,0.0048645,0.0048918,0.0048683
8,-1.2432e-05,5.0799e-07,-8.5897e-06,-4.3573e-06,-7.4267e-06,-5.4476e-06,-6.4713e-06,-7.0236e-06,-6.3035e-06,-7.5872e-06
9,5.5866e-07,,,,,,,,,
