,0,1,2,3,4
0,98.177,97.707,99.848,100.98,99.936
1,-200.89,-200.26,-202.25,-203.36,-202.35
2,-6.8699,-6.9695,-7.131,-7.1661,-7.1284
3,-0.03182,-0.032915,-0.033342,-0.033567,-0.033769
4,-0.00017614,-0.00017636,-0.00017866,-0.00018011,-0.00018064
5,3.8541,3.9435,3.9643,3.9466,3.9404
6,1.5493,1.5918,1.5322,1.527,1.5478
7,0.0052044,0.0020533,-0.018917,0.005768,-0.00033844
8,0.0032195,0.0058087,0.028324,0.0024542,0.0085426
9,-4.0954e-05,-4.6175e-05,-0.00027204,-1.7471e-05,-7.6974e-05
10,7.4465e-06,3.8634e-06,3.2588e-05,5.8198e-06,1.5157e-05
11,,,8.3159e-06,,-1.0271e-06
