,0,1,2,3,4
0,99.868,99.575,99.717,100.08,99.767
1,-202.29,-201.91,-202.13,-202.48,-202.17
2,-7.096,-7.108,-7.0895,-7.1114,-7.1013
3,-0.033799,-0.03343,-0.033437,-0.033519,-0.03348
4,-0.0001813,-0.00017923,-0.00017915,-0.0001798,-0.00017939
5,3.988,3.9621,3.9677,3.9672,3.961
6,1.5964,1.5454,1.5506,1.5379,1.5489
7,0.006513,0.0045943,-0.0036436,0.0012779,-0.00035811
8,0.002063,0.003494,0.011943,0.0069516,0.0085871
9,1.307e-05,-3.6958e-05,-0.00011072,-5.4247e-05,-7.5273e-05
10,2.7405e-06,7.402e-06,1.8717e-05,1.1774e-05,1.5556e-05
11,,,1.0618e-06,1.2242e-06,-1.5353e-06
