,0,1,2,3,4,5,6,7,8,9
0,44.704,44.329,44.207,44.376,44.417,44.018,44.191,44.262,44.094,44.029
1,-70.069,-69.79,-69.615,-69.791,-69.825,-69.445,-69.61,-69.69,-69.519,-69.455
2,-2.0209,-1.9393,-1.9826,-1.9791,-1.9854,-1.9676,-1.9736,-1.9659,-1.9685,-1.9683
3,-0.0016115,-0.0015089,-0.0015537,-0.0015507,-0.0015619,-0.0015558,-0.0015533,-0.0015321,-0.0015414,-0.001544
4,-2.2082e-07,-2.0444e-07,-2.1532e-07,-2.1211e-07,-2.1587e-07,-2.1468e-07,-2.1407e-07,-2.1177e-07,-2.1193e-07,-2.1289e-07
5,0.95996,0.97959,0.98217,0.98378,0.98477,0.98292,0.98368,0.98338,0.98308,0.98336
6,0.3602,0.38362,0.39417,0.38408,0.38664,0.38822,0.38571,0.38688,0.38698,0.3865
7,0.003403,0.0033101,0.002291,-0.0011148,0.00028951,0.0017772,0.0018966,0.0013301,0.0015922,0.0016005
8,-3.2958e-05,9.2877e-06,0.00058056,0.004046,0.0026369,0.0010905,0.00094003,0.0015397,0.0012408,0.0012456
9,2.0024e-06,,-3.1257e-06,7.2231e-08,-3.3647e-06,6.37e-07,1.0003e-06,-7.2467e-07,4.3757e-07,9.1888e-07
