,0,1,2,3,4,5,6
0,64.051,62.99,62.014,63.413,62.786,63.354,63.327
1,-101.55,-100.78,-99.773,-101.14,-100.52,-101.09,-101.05
2,-3.3555,-3.2904,-3.3141,-3.3441,-3.3458,-3.3405,-3.3597
3,-0.0048113,-0.0047514,-0.0048409,-0.0049258,-0.0049153,-0.0049123,-0.0049421
4,-1.0252e-06,-1.0751e-06,-1.0892e-06,-1.1025e-06,-1.0989e-06,-1.1011e-06,-1.106e-06
5,1.4848,1.4725,1.4816,1.4801,1.479,1.4782,1.4782
6,0.60115,0.57606,0.58014,0.57721,0.57709,0.57782,0.57776
7,0.0033201,0.0036751,0.0018048,0.00035373,0.0011362,0.0012211,0.0013972
8,0.00024065,5.4004e-05,0.0013665,0.0027941,0.0019495,0.0018488,0.0016529
9,-1.5178e-05,9.3327e-06,-5.1249e-06,-1.033e-05,-3.3741e-06,-2.382e-06,-4.9334e-06
10,-4.3961e-07,,,8.3472e-07,,,
