,0,1,2,3,4,5,6,7,8,9
0,74.59,72.833,73.05,73.631,73.759,73.623,73.895,73.796,73.708,73.721
1,-125.32,-123.69,-123.82,-124.43,-124.49,-124.37,-124.64,-124.55,-124.46,-124.48
2,-4.066,-3.9476,-4.0041,-3.99,-4.0447,-4.0344,-4.0396,-4.0324,-4.0266,-4.0268
3,-0.0081438,-0.0076143,-0.0076508,-0.0076202,-0.0078093,-0.0077264,-0.0076775,-0.0077285,-0.0077385,-0.0077433
4,-3.1175e-06,-2.9677e-06,-2.8811e-06,-2.916e-06,-2.9482e-06,-2.941e-06,-2.9389e-06,-2.9489e-06,-2.9407e-06,-2.9584e-06
5,1.9242,1.9779,1.9692,1.9763,1.9796,1.9713,1.9708,1.9691,1.9677,1.9697
6,0.77788,0.799,0.79878,0.77433,0.76913,0.76896,0.76628,0.77338,0.77679,0.77252
7,0.0028799,0.0028273,0.0020529,-0.0032759,-0.0032768,0.0019374,0.0029414,0.0020715,0.0012467,0.0010213
8,0.0038364,0.00080844,0.001511,0.0078088,0.0073952,0.001669,0.00083496,0.0016235,0.0024328,0.0026424
9,-6.5626e-06,-6.1769e-06,2.4906e-06,-2.3028e-05,-6.2926e-05,8.5318e-07,1.4513e-06,-6.2523e-06,-6.3019e-06,-5.0896e-06
10,,,,1.0974e-05,1.4902e-05,,,,2.753e-06,2.0668e-06
11,,,,-7.0575e-07,-3.9976e-07,,,,,
