,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,146.44,146.44,141.67,141.67,143.75,143.75,143.12,143.12,143.12,142.48,141.71,141.71,141.71,142.16,142.61,142.41,143.13,142.0,142.05,142.68,142.51,142.55,142.69,142.4,142.4,142.38,142.33,142.25,141.94,142.55,142.43,142.61,142.47,141.82,142.52,142.68,142.54,142.55,142.32,142.62,142.39,142.4,142.59,142.54,142.45,142.66,142.49,142.54
1,-156.24,-156.24,-152.47,-152.47,-153.66,-153.66,-153.42,-153.42,-153.42,-152.84,-152.38,-152.38,-152.38,-152.67,-153.02,-152.77,-153.38,-152.51,-152.54,-153.03,-152.98,-152.99,-153.01,-152.74,-152.74,-152.76,-152.79,-152.66,-152.49,-152.95,-152.83,-153.01,-152.88,-152.31,-152.9,-153.06,-152.9,-152.94,-152.74,-153.04,-152.82,-152.74,-152.97,-152.91,-152.86,-153.03,-152.9,-152.94
2,-16.298,-16.298,-15.304,-15.304,-16.189,-16.189,-15.794,-15.794,-15.794,-15.741,-15.436,-15.436,-15.436,-15.592,-15.684,-15.736,-15.839,-15.593,-15.603,-15.746,-15.63,-15.657,-15.771,-15.762,-15.762,-15.723,-15.643,-15.684,-15.549,-15.699,-15.702,-15.689,-15.694,-15.607,-15.722,-15.72,-15.742,-15.708,-15.684,-15.686,-15.664,-15.75,-15.71,-15.721,-15.686,-15.727,-15.694,-15.702
3,-0.23449,-0.23449,-0.21557,-0.21557,-0.2267,-0.2267,-0.21913,-0.21913,-0.21913,-0.22116,-0.21604,-0.21604,-0.21604,-0.21726,-0.22115,-0.21957,-0.22275,-0.22004,-0.21972,-0.21935,-0.21949,-0.21856,-0.22228,-0.22096,-0.22096,-0.22008,-0.21934,-0.21949,-0.21788,-0.21981,-0.22007,-0.21988,-0.22026,-0.21898,-0.2204,-0.22026,-0.22049,-0.21989,-0.21954,-0.21962,-0.21974,-0.22074,-0.21981,-0.22017,-0.2195,-0.22041,-0.21968,-0.21982
4,-0.0064346,-0.0064346,-0.0056419,-0.0056419,-0.0060461,-0.0060461,-0.0056503,-0.0056503,-0.0056503,-0.0058385,-0.0057255,-0.0057255,-0.0057255,-0.0058081,-0.0058799,-0.0057725,-0.0058745,-0.0058868,-0.0058427,-0.0058002,-0.0058447,-0.0057443,-0.0059201,-0.0058516,-0.0058516,-0.0058405,-0.0058241,-0.0058086,-0.0058026,-0.0057814,-0.0058214,-0.0058009,-0.0058477,-0.0058231,-0.0058189,-0.005826,-0.0058202,-0.0058053,-0.0058123,-0.0058131,-0.0058347,-0.0058251,-0.0058145,-0.0058391,-0.0058003,-0.0058119,-0.0058209,-0.0058293
5,1.9673,1.9673,1.9837,1.9837,1.9841,1.9841,1.9843,1.9843,1.9843,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842,1.9842
6,0.19132,0.19132,0.19612,0.19612,0.19613,0.19613,0.19608,0.19608,0.19608,0.19612,0.19613,0.19613,0.19613,0.19614,0.1961,0.19615,0.19612,0.19614,0.19615,0.19614,0.19613,0.19614,0.19615,0.19613,0.19613,0.19614,0.19613,0.19613,0.19614,0.19612,0.19614,0.19614,0.19613,0.19614,0.19614,0.19614,0.19613,0.19614,0.19613,0.19614,0.19613,0.19614,0.19614,0.19614,0.19613,0.19613,0.19613,0.19614
7,-0.014706,-0.014706,-0.015314,-0.015314,-0.015312,-0.015312,-0.015287,-0.015287,-0.015287,-0.015204,-0.015246,-0.015246,-0.015246,-0.01524,-0.015243,-0.015255,-0.015264,-0.015257,-0.015261,-0.015257,-0.015238,-0.015238,-0.015265,-0.015247,-0.015247,-0.015249,-0.015252,-0.015264,-0.015257,-0.015252,-0.015251,-0.015241,-0.015255,-0.015245,-0.015247,-0.015244,-0.015247,-0.015252,-0.01525,-0.015244,-0.015245,-0.015246,-0.015252,-0.015251,-0.015248,-0.015246,-0.015251,-0.015249
8,0.00058429,0.00058429,0.00051499,0.00051499,0.00053168,0.00053168,0.00053008,0.00053008,0.00053008,0.00046837,0.00050291,0.00050291,0.00050291,0.00049493,0.00050091,0.00050213,0.00051392,0.00050752,0.00050718,0.00050114,0.00049498,0.00049527,0.00050896,0.00049562,0.00049562,0.00049865,0.00049943,0.0005069,0.00050193,0.00050247,0.00050214,0.00049267,0.00050382,0.00049775,0.0004969,0.00049257,0.00049735,0.00050058,0.00049666,0.00049868,0.00049579,0.00049491,0.00050124,0.00050038,0.0004972,0.00049658,0.00050077,0.0005001
9,-0.003137,-0.003137,-0.0032305,-0.0032305,-0.0032269,-0.0032269,-0.0032214,-0.0032214,-0.0032214,-0.0032411,-0.0032328,-0.0032328,-0.0032328,-0.0032357,-0.0032324,-0.0032336,-0.0032299,-0.003231,-0.0032314,-0.0032329,-0.0032354,-0.0032358,-0.003231,-0.0032352,-0.0032352,-0.0032338,-0.0032344,-0.0032306,-0.0032323,-0.0032323,-0.0032327,-0.0032352,-0.0032328,-0.0032346,-0.0032343,-0.0032363,-0.003234,-0.0032337,-0.0032344,-0.0032344,-0.0032353,-0.0032347,-0.003233,-0.0032333,-0.0032344,-0.0032344,-0.0032326,-0.0032335
