,0,1
0,25.686,25.628
1,-61.134,-61.092
2,-2.1927,-2.1834
3,-0.013883,-0.013828
4,-0.00012668,-0.00012666
5,0.12982,0.1296
6,0.095234,0.095197
7,-6.8248e-05,-6.8144e-05
8,-1.6405e-06,-1.8314e-06
