,0,1
0,26.044,26.214
1,-65.126,-65.239
2,-2.3785,-2.3848
3,-0.015869,-0.015926
4,-0.00014822,-0.00014839
5,0.14164,0.14286
6,0.10421,0.10495
7,-8.2791e-05,-8.0817e-05
8,-3.1655e-06,-2.779e-06
